City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,tolanaro,-25.0319,46.9987,295.19,94,75,7.2,MG,1711575666
278,ekibastuz,51.6667,75.3667,277.7,86,25,2.79,KZ,1711575667
279,san pedro pochutla,15.7333,-96.4667,302.99,45,2,3.77,MX,1711575398
280,sokoni,-6.4333,39.55,301.1,77,95,1.29,TZ,1711575667
281,nova vicosa,-17.8919,-39.3719,298.94,86,91,3.32,BR,1711575667
282,nova sintra,14.8667,-24.7167,292.35,75,66,7.99,CV,1711575667
283,ribeira grande,38.5167,-28.7,285.37,71,75,15.43,PT,1711575617
284,sinop,41.7711,34.8709,281.65,76,58,4.9,TR,1711574989
285,kempsey,-31.0833,152.8333,293.12,87,58,1.34,AU,1711575668
286,papao,-17.75,-149.55,304.97,74,59,7.63,PF,1711575617
287,owen sound,44.5672,-80.9435,275.55,77,100,3.58,CA,1711575668
288,mlimba,-8.8,35.8167,295.64,97,76,0.82,TZ,1711575668
289,carnarvon,-24.8667,113.6333,298.02,53,0,5.63,AU,1711575668
290,new norfolk,-42.7826,147.0587,283.55,76,26,1.08,AU,1711575641
291,la mira,18.035,-102.3266,300.87,47,0,3.64,MX,1711575668
292,onega,63.9061,38.1404,263.78,97,42,0.87,RU,1711575668
293,thulamahashi,-24.7246,31.1994,295.43,91,6,1.68,ZA,1711575669
294,kovdor,67.5662,30.4758,255.86,100,77,1.81,RU,1711575669
295,cromer,52.9312,1.2989,281.15,86,100,5.36,GB,1711575669
296,victoria falls,-17.9235,25.843,294.34,60,4,1.51,ZW,1711575669
297,bodo,67.28,14.405,273.17,69,40,2.57,NO,1711575669
298,margate,51.3813,1.3862,282.54,82,99,3.58,GB,1711575555
299,happy valley-goose bay,53.3168,-60.3315,273.32,100,100,2.57,CA,1711575669
300,haiku-pauwela,20.9219,-156.3051,300.49,75,40,9.26,US,1711575621
301,durban,-29.8579,31.0292,295.66,91,100,6.83,ZA,1711575670
302,lorengau,-2.0226,147.2712,301.22,79,86,1.22,PG,1711575670
303,uliastay,47.7417,96.8444,263.47,71,87,2.72,MN,1711575670
304,sunne,59.8376,13.143,279.33,93,100,2.19,SE,1711575670
305,shingu,33.7333,135.9833,283.74,71,100,2.01,JP,1711575670
306,itoman,26.1247,127.6694,291.53,77,75,3.6,JP,1711575671
307,auki,-8.7676,160.7034,301.61,78,85,0.21,SB,1711575671
308,maqat,47.65,53.3167,276.94,90,100,9.66,KZ,1711575671
309,ylitornio,66.3089,23.6773,270.86,96,100,3.95,FI,1711575671
310,mwinilunga,-11.7358,24.4293,291.82,96,100,0.53,ZM,1711575671
311,mana,5.6592,-53.7767,300.6,83,52,4.61,GF,1711575671
312,nanzhang chengguanzhen,31.7839,111.8275,287.36,75,85,2.31,CN,1711575671
313,eyl,7.9803,49.8164,300.89,74,50,7.35,SO,1711575671
314,thunder bay,48.4001,-89.3168,266.14,63,100,7.72,CA,1711575453
315,lerwick,60.1545,-1.1494,280.15,90,95,9.47,GB,1711575672
316,broken hill,-31.95,141.4333,290.18,38,22,5.97,AU,1711575672
317,kriva palanka,42.2019,22.3319,283.28,92,99,2.64,MK,1711575673
318,villa emilio carranza,19.9667,-96.6,298.49,69,4,7.22,MX,1711575673
319,chinsali,-10.5414,32.0816,291.04,98,26,2.32,ZM,1711575673
320,enewetak,11.3474,162.3373,300.02,74,96,7.28,MH,1711575651
321,nemuro,43.3236,145.575,272.18,76,2,2.28,JP,1711575646
322,yerofey pavlovich,53.9667,121.9667,270.4,95,100,5.25,RU,1711575619
323,argo,37.6333,22.7333,290.81,60,25,1.24,GR,1711575673
324,cannonvale,-20.2833,148.7,298.81,85,67,5.13,AU,1711575620
325,corner brook,48.9667,-57.9484,278.24,80,100,2.7,CA,1711575661
326,kalevala,65.2,31.1667,269.31,85,100,1.34,RU,1711575674
327,petropavlovsk-kamchatsky,53.0452,158.6483,265.48,70,0,5.0,RU,1711575674
328,inirida,3.8653,-67.9239,307.83,41,69,0.71,CO,1711575674
329,praia da vitoria,38.7333,-27.0667,285.29,82,75,13.25,PT,1711575674
330,bamboo flat,11.7,92.7167,299.81,67,61,2.42,IN,1711575674
331,berryville,36.3648,-93.568,286.85,32,14,1.49,US,1711575674
332,dwarka,22.2394,68.9678,297.95,82,83,5.7,IN,1711575675
333,saldanha,-33.0117,17.9442,290.18,88,3,5.34,ZA,1711575675
334,al jawf,29.5,38.75,292.52,30,100,4.95,SA,1711575675
335,harstad,68.799,16.5293,270.81,94,85,3.58,NO,1711575675
336,marang,5.2056,103.2059,301.1,85,99,0.47,MY,1711575676
337,salinas,36.6777,-121.6555,292.39,71,75,7.2,US,1711575676
338,charters towers,-20.1,146.2667,298.6,84,71,5.16,AU,1711575676
339,wanxian,30.8039,108.3897,288.1,92,27,2.36,CN,1711575676
340,alice springs,-23.7,133.8833,289.9,100,75,1.03,AU,1711575618
341,vegreville,53.5001,-112.0518,282.54,44,45,4.63,CA,1711575588
342,dzhalagash,45.0833,64.6667,284.68,72,100,2.63,KZ,1711575677
343,launceston,-41.45,147.1667,282.68,81,2,3.6,AU,1711575677
344,saint-philippe,-21.3585,55.7679,296.92,85,100,4.72,RE,1711575677
345,polyarnyy,69.1989,33.4478,261.09,95,24,4.78,RU,1711575677
346,parabel',58.6978,81.4825,273.1,95,100,3.58,RU,1711575678
347,liberal,37.0431,-100.921,286.73,38,0,3.09,US,1711575678
348,tomatlan,19.9333,-105.25,308.66,18,0,4.4,MX,1711575678
349,tshabong,-26.05,22.45,295.1,56,100,4.01,BW,1711575678
350,igarka,67.4667,86.5833,241.91,100,19,1.27,RU,1711575670
351,tiznit,29.5833,-9.5,284.67,68,0,1.36,MA,1711575679
352,sumbawa besar,-8.5,117.4333,295.73,93,93,1.77,ID,1711575679
353,tsiombe,-25.3,45.4833,295.3,86,41,4.69,MG,1711575679
354,mejit,10.2753,170.8646,300.23,77,53,8.98,MH,1711575680
355,guerrero negro,27.9769,-114.0611,295.51,39,0,4.89,MX,1711575680
356,esperanza,19.5847,-70.9849,303.47,66,2,1.79,DO,1711575680
357,floro,61.5996,5.0328,280.19,87,100,5.14,NO,1711575681
358,yuxi,24.355,102.5422,287.67,47,98,0.1,CN,1711575681
359,zakynthos,37.7914,20.8953,292.39,80,79,10.61,GR,1711575681
360,minab,27.1467,57.0801,293.98,67,0,1.58,IR,1711575681
361,serdar,38.9764,56.2757,282.29,57,30,4.31,TM,1711575682
362,bechar,31.6167,-2.2167,290.33,12,2,5.14,DZ,1711575682
363,argostolion,38.1811,20.489,290.23,49,100,8.5,GR,1711575682
364,dryden,49.7833,-92.7503,265.31,73,100,6.69,CA,1711575632
365,carora,10.1755,-70.0827,303.83,45,55,6.62,VE,1711575682
366,sretensk,52.2453,117.7093,268.82,94,100,2.56,RU,1711575683
367,roznava,48.6601,20.5376,285.38,89,100,1.31,SK,1711575683
368,hingoli,19.7167,77.15,304.72,27,91,2.64,IN,1711575683
369,ahfir,34.9537,-2.1003,288.49,61,3,4.16,MA,1711575683
370,san andres,12.5847,-81.7006,304.16,66,20,6.17,CO,1711575683
371,tecolotlan,20.2167,-104.05,307.36,4,0,1.68,MX,1711575684
372,batu pahat,1.8548,102.9325,298.0,93,99,1.87,MY,1711575684
373,crane,31.3974,-102.3501,293.7,13,65,7.84,US,1711575684
374,la'ie,21.6477,-157.9253,300.13,79,5,5.36,US,1711575684
375,sur,22.5667,59.5289,297.56,63,99,0.59,OM,1711575684
376,bull savanna,17.8868,-77.5902,299.97,64,17,1.86,JM,1711575685
377,barcelos,41.5388,-8.6151,284.23,78,100,8.54,PT,1711575652
378,oum hadjer,13.2954,19.6966,305.27,12,64,2.66,TD,1711575685
379,novyy urgal,51.0736,132.5642,266.67,90,100,1.94,RU,1711575685
380,loango,-4.6719,11.8312,301.96,89,20,1.54,CG,1711575686
381,uaua,-9.8414,-39.4817,301.2,55,99,3.77,BR,1711575686
382,hampstead,42.8745,-71.1812,286.97,75,0,0.45,US,1711575686
383,mbouda,5.6258,10.2552,295.26,74,100,2.13,CM,1711575686
384,mandan,46.8267,-100.8896,271.13,54,0,3.6,US,1711575686
385,rouissat,31.9243,5.3502,292.19,22,3,2.06,DZ,1711575686
386,winnemucca,40.973,-117.7357,285.18,28,100,7.2,US,1711575687
387,beloyarskiy,63.7119,66.6722,260.93,96,100,2.24,RU,1711575687
388,kirgiz-miyaki,53.6324,54.7979,273.59,99,100,3.37,RU,1711575687
389,prince rupert,54.3161,-130.3201,285.2,43,40,4.12,CA,1711575687
390,lienz,46.8289,12.769,278.88,99,100,3.25,AT,1711575687
391,tabou,4.423,-7.3528,300.54,88,2,2.22,CI,1711575687
392,lepsy,46.235,78.9456,283.23,57,100,2.6,KZ,1711575688
393,ituango,7.1712,-75.764,292.7,95,93,0.99,CO,1711575688
394,amursk,50.2261,136.8994,262.58,93,99,1.31,RU,1711575688
395,nagqu,31.5,92.0,268.08,24,75,1.92,CN,1711575688
396,mezhdurechenskiy,59.6,65.9333,271.69,97,100,4.71,RU,1711575688
397,nelson bay,-32.7167,152.15,294.82,97,6,2.24,AU,1711575688
398,kapuskasing,49.4169,-82.4331,273.2,69,100,9.26,CA,1711575422
399,vernon,50.2581,-119.2691,281.9,74,100,1.03,CA,1711575689
400,nizhnesortymskiy,62.4397,71.7603,260.31,92,100,6.71,RU,1711575689
401,severnoye,56.3491,78.3619,273.7,96,100,2.24,RU,1711575689
402,port lincoln,-34.7333,135.8667,290.69,72,76,6.37,AU,1711575689
403,slavyanka,42.8633,131.3847,275.78,96,100,4.95,RU,1711575689
404,penhalonga,-18.8911,32.6978,289.14,93,62,1.56,ZW,1711575689
405,cole harbour,44.6724,-63.4751,281.81,99,100,4.63,CA,1711575689
406,tonghae,37.5439,129.1069,283.4,79,100,3.38,KR,1711575460
407,san juan de miraflores,-12.1629,-76.9635,298.44,77,47,4.06,PE,1711575690
408,beira,-19.8436,34.8389,300.2,74,40,5.14,MZ,1711575690
409,puerto baquerizo moreno,-0.9,-89.6,303.7,70,20,2.57,EC,1711575690
410,ma'rib,15.4591,45.3253,296.46,55,92,5.25,YE,1711575690
411,villaquilambre,42.6469,-5.5584,276.69,94,75,10.29,ES,1711575690
412,nakhon thai,17.1006,100.8374,299.21,72,98,0.59,TH,1711575690
413,okha,53.5739,142.9478,266.94,91,86,3.36,RU,1711575691
414,sola,-13.8833,167.55,300.52,94,100,0.0,VU,1711575691
415,kavieng,-2.5744,150.7967,301.65,73,99,0.82,PG,1711575691
416,manghit,42.1156,60.0597,282.14,61,97,7.45,UZ,1711575691
417,brisas de zicatela,15.8369,-97.0419,299.44,73,20,3.6,MX,1711575691
418,santiago de cao,-7.9589,-79.2392,296.22,83,0,5.14,PE,1711575691
419,juan l. lacaze,-34.4333,-57.4167,297.22,72,95,3.86,UY,1711575691
420,port macquarie,-31.4333,152.9167,292.53,86,14,1.64,AU,1711575467
421,phan rang-thap cham,11.5667,108.9833,296.42,89,61,1.68,VN,1711575692
422,faya-largeau,17.9257,19.1043,303.17,9,45,4.21,TD,1711575692
423,masterton,-40.9597,175.6575,287.53,62,85,7.82,NZ,1711575692
424,arafat,21.3594,39.9664,298.8,45,0,0.7,SA,1711575692
425,mar del plata,-38.0023,-57.5575,297.56,71,0,2.24,AR,1711575666
426,mont-tremblant,46.1949,-74.6264,282.92,76,100,1.03,CA,1711575576
427,oyon,-10.6681,-76.7731,282.63,91,96,2.75,PE,1711575692
428,ormara,25.2088,64.6357,297.76,72,100,7.19,PK,1711575693
429,weatherford,32.7593,-97.7972,292.55,49,60,4.62,US,1711575600
430,walvis bay,-22.9575,14.5053,289.31,78,0,1.87,NA,1711575693
431,caleta de carquin,-11.0925,-77.6267,297.23,78,39,4.64,PE,1711575693
432,stung treng,13.5259,105.9683,298.85,62,56,1.39,KH,1711575693
433,acarau,-2.8856,-40.12,298.4,89,100,5.6,BR,1711575693
434,fort st. john,56.2499,-120.8529,278.09,38,40,4.63,CA,1711575694
435,veraval,20.9,70.3667,298.45,72,36,6.66,IN,1711575694
436,murun-kuren,49.6342,100.1625,268.2,60,100,3.4,MN,1711575694
437,kingston,17.997,-76.7936,303.68,60,20,5.66,JM,1711575694
438,howrah,22.5892,88.3103,299.15,94,40,1.54,IN,1711575694
439,shache,38.4167,77.2406,286.76,24,100,1.06,CN,1711575694
440,kuching,1.55,110.3333,299.83,96,20,1.03,MY,1711575694
441,touros,-5.1989,-35.4608,298.52,88,99,2.53,BR,1711575273
442,gisborne,-38.6533,178.0042,291.86,54,5,5.52,NZ,1711575695
443,ciudad bolivar,8.1222,-63.5497,310.5,24,81,1.22,VE,1711575695
444,fisterra,42.9049,-9.2629,280.23,60,85,14.83,ES,1711575695
445,ebon,4.582,168.6964,301.43,80,100,7.68,MH,1711575695
446,alamosa,37.4695,-105.87,278.14,33,75,3.6,US,1711575662
447,banjarmasin,-3.3244,114.591,299.23,96,100,0.92,ID,1711575695
448,mahdia,35.5047,11.0622,290.12,64,0,1.96,TN,1711575696
449,saint-francois,46.4154,3.9054,281.84,66,0,6.17,FR,1711575696
450,mongu,-15.2484,23.1274,298.01,50,86,0.91,ZM,1711575696
451,bereket,39.2446,55.5154,281.96,65,3,3.93,TM,1711575696
452,starokucherganovka,46.3248,47.9555,280.11,70,0,5.0,RU,1711575696
453,vilyuysk,63.7553,121.6247,250.37,100,99,2.24,RU,1711575696
454,swakopmund,-22.6833,14.5333,289.25,83,6,1.34,NA,1711575696
455,pisco,-13.7,-76.2167,299.18,69,0,6.69,PE,1711575696
456,tawau,4.2498,117.8871,299.22,86,90,1.89,MY,1711575697
457,taoudenni,22.6783,-3.9836,297.04,13,0,2.55,ML,1711575697
458,fuerte olimpo,-21.0415,-57.8738,305.91,35,46,1.41,PY,1711575697
459,igbeti,8.75,4.1333,304.94,34,93,2.21,NG,1711575697
460,port saint john's,-31.6229,29.5448,294.91,92,100,3.33,ZA,1711575697
461,sucre,-19.0333,-65.2627,289.19,51,25,7.44,BO,1711575697
462,buala,-8.145,159.5921,301.93,76,57,0.33,SB,1711575697
463,egersund,58.4513,5.9997,280.98,82,100,7.85,NO,1711575698
464,yung shue wan,22.2333,114.1167,296.3,88,81,0.45,HK,1711575698
465,mugia,43.1041,-9.2179,280.32,66,80,13.87,ES,1711575639
466,shamkhor,40.8297,46.0189,278.35,52,0,2.43,AZ,1711575698
467,antalaha,-14.9003,50.2788,297.53,97,100,5.43,MG,1711575650
468,lompoc,34.6391,-120.4579,294.14,69,20,6.17,US,1711575698
469,nushki,29.5542,66.0215,295.75,32,99,4.33,PK,1711575698
470,chas,23.6333,86.1667,297.22,46,9,1.85,IN,1711575698
471,mutsu,41.2894,141.2169,277.44,62,1,2.12,JP,1711575699
472,willmar,45.1219,-95.0433,269.19,74,100,7.72,US,1711575699
473,tura,25.5198,90.2201,293.0,69,31,1.52,IN,1711575699
474,broome,42.2506,-75.833,287.37,82,40,5.36,US,1711575699
475,laboulaye,-34.1266,-63.3912,300.36,55,61,3.61,AR,1711575699
476,magadan,59.5667,150.8,266.25,91,100,1.27,RU,1711575699
477,machesney park,42.3472,-89.039,278.27,53,6,7.36,US,1711575424
478,noosa heads,-26.3833,153.15,299.32,77,96,7.07,AU,1711575700
479,imbituba,-28.24,-48.6703,295.77,79,0,5.69,BR,1711575700
480,dzilam gonzalez,21.2833,-88.9333,303.26,62,20,5.2,MX,1711575700
481,kismayo,-0.3582,42.5454,301.24,74,36,6.35,SO,1711575700
482,turpan,42.9333,89.1667,289.76,32,9,0.82,CN,1711575700
483,kourou,5.1552,-52.6478,300.18,85,67,3.44,GF,1711575700
484,strezhevoy,60.7333,77.5889,265.91,94,100,3.13,RU,1711575700
485,hammerfest,70.6634,23.6821,269.4,80,40,6.17,NO,1711575701
486,dumingag,8.1692,123.3506,297.25,94,92,0.91,PH,1711575701
487,yuzhno-kurilsk,44.0306,145.8556,270.03,89,12,2.43,RU,1711575701
488,deqen,29.9618,90.7188,275.51,21,94,0.55,CN,1711575701
489,keflavik,64.0049,-22.5624,272.39,64,20,6.69,IS,1711575701
490,rio grande,-32.035,-52.0986,297.21,72,92,4.99,BR,1711575025
491,inyonga,-6.7167,32.0667,292.01,96,100,1.4,TZ,1711575701
492,shakawe,-18.3667,21.85,296.53,60,71,1.45,BW,1711575702
493,ad-damazin,11.7891,34.3592,303.61,18,27,2.88,SD,1711575702
494,codrington,-38.2667,141.9667,286.62,84,95,1.15,AU,1711575702
495,kalkaman,51.9525,76.0211,276.68,94,14,3.09,KZ,1711575702
496,uray,60.1247,64.7758,267.52,95,100,7.15,RU,1711575702
497,dalbandin,28.8947,64.4101,296.11,27,99,1.58,PK,1711575702
498,beledweyne,4.7358,45.2036,301.59,64,95,7.55,SO,1711575702
499,akureyri,65.6835,-18.0878,271.11,59,75,2.06,IS,1711575702
500,dingli,35.8614,14.3822,285.24,76,0,3.09,MT,1711575702
501,mili,6.0815,171.735,300.76,82,99,8.36,MH,1711575703
502,santa rosa,14.3122,121.1114,301.14,89,15,3.97,PH,1711575703
503,lagoa,39.05,-27.9833,284.26,71,100,18.99,PT,1711575703
504,morehead city,34.7229,-76.726,290.95,86,75,3.09,US,1711575703
505,phalaborwa,-23.943,31.1411,295.75,78,0,2.99,ZA,1711575703
506,sarkand,45.41,79.9186,284.5,51,100,1.86,KZ,1711575703
507,megion,61.0296,76.1136,263.16,93,100,4.75,RU,1711575703
508,antigonish,45.6169,-61.9986,278.79,96,100,1.79,CA,1711575452
509,viedma,-40.8135,-62.9967,292.3,56,97,4.64,AR,1711575530
510,itambacuri,-18.0311,-41.685,295.33,96,85,2.09,BR,1711575704
511,wamba,8.9333,8.6,302.82,28,75,1.85,NG,1711575704
512,arkhangel'sk,64.5401,40.5433,266.21,86,0,2.0,RU,1711575704
513,mhamid,29.82,-5.72,290.56,15,0,3.81,MA,1711575704
514,tzucacab,20.0667,-89.05,313.96,21,0,2.3,MX,1711575704
515,saynshand,44.8824,110.1163,268.22,35,26,5.14,MN,1711575705
516,homestead meadows north,31.8496,-106.1729,292.33,16,0,6.17,US,1711575705
517,port douglas,-16.4833,145.4667,300.6,81,100,1.82,AU,1711575618
518,kyaikkami,16.08,97.5675,301.0,63,100,1.91,MM,1711575705
519,kavarna,43.4333,28.3333,282.36,97,36,3.74,BG,1711575705
520,kenai,60.5544,-151.2583,277.2,87,100,2.06,US,1711575705
521,timbuktu,16.7735,-3.0074,301.67,18,86,3.76,ML,1711575705
522,tual,-5.6667,132.75,301.56,76,84,1.83,ID,1711575705
523,pawni,20.7833,79.6333,301.35,34,53,2.23,IN,1711575706
524,naberera,-4.2,36.9333,290.76,97,100,1.82,TZ,1711575706
525,balqash,46.8481,74.995,276.2,88,89,3.21,KZ,1711575706
526,kailua-kona,19.6406,-155.9956,300.13,79,75,6.17,US,1711575696
527,aldan,58.6031,125.3894,261.96,96,100,3.29,RU,1711575706
528,coahuayana de hidalgo,18.7,-103.6583,303.15,33,0,2.71,MX,1711575706
529,barra,-11.0894,-43.1417,302.61,54,73,2.98,BR,1711575542
530,penonome,8.5167,-80.3667,302.04,67,91,3.58,PA,1711575622
531,morondava,-20.2833,44.2833,299.13,78,83,2.84,MG,1711575707
532,ordynskoye,54.3656,81.8994,271.56,95,100,1.23,RU,1711575707
533,nadi,-17.8,177.4167,302.15,74,75,1.54,FJ,1711575707
534,market drayton,52.9054,-2.4901,278.94,86,75,3.6,GB,1711575707
535,pathein,16.7833,94.7333,295.57,86,0,3.7,MM,1711575635
536,taroa,8.7058,171.2275,300.65,79,74,8.83,MH,1711575708
537,kabare,-2.4683,28.8242,289.88,95,75,0.49,CD,1711575708
538,igrim,63.1906,64.4162,261.29,92,100,4.34,RU,1711575708
539,alvaraes,-3.2208,-64.8042,298.08,99,99,2.55,BR,1711575544
540,necocli,8.4234,-76.786,302.62,71,79,1.92,CO,1711575708
541,korets,50.6165,27.1605,280.65,68,24,7.61,UA,1711575708
542,zheshart,62.0731,49.5733,264.67,97,100,2.08,RU,1711575708
543,impfondo,1.6381,18.0667,297.25,77,95,1.21,CG,1711575709
544,hun,29.1268,15.9477,293.29,43,83,8.23,LY,1711575709
545,sainte catherine de la jacques cartier,46.8524,-71.6206,277.49,93,100,7.2,CA,1711575709
546,letterkenny,54.95,-7.7333,278.09,94,100,3.16,IE,1711575656
547,glace bay,46.1969,-59.957,275.87,98,100,4.12,CA,1711575709
548,kudymkar,59.0173,54.656,268.9,96,100,4.82,RU,1711575709
549,poso,-1.3959,120.7524,297.97,88,94,1.68,ID,1711575709
550,saipan,15.1355,145.701,299.54,1,40,2.06,MP,1711575673
551,divo,5.8397,-5.36,299.02,87,37,1.03,CI,1711575710
552,piti village,13.4626,144.6933,299.64,89,100,3.09,GU,1711575710
553,butembo,0.15,29.2833,288.0,98,98,0.22,CD,1711575710
554,posto fiscal rolim de moura,-13.0833,-62.2667,298.15,94,92,1.91,BR,1711575710
